VideoCompletes,SocialLikes,SocialShares,CTR,conversion,AudienceType,AdDigitalChannel
42793.0,0.0,0.0,0.35938029535493116,8,Audience Type 5,Programmatic Display
42877.0,0.0,0.0,0.3577655658713493,2,Audience Type 5,Programmatic Display
43350.0,0.0,0.0,0.3570380164040738,1,Audience Type 5,Programmatic Display
47160.0,0.0,0.0,0.35638405526804984,29,Audience Type 5,Programmatic Display
49801.0,0.0,0.0,0.35665432553832016,9,Audience Type 5,Programmatic Display
52403.0,0.0,0.0,0.35694639261953365,7,Audience Type 5,Programmatic Display
56029.0,0.0,0.0,0.3587742751521141,15,Audience Type 5,Programmatic Display
56371.0,0.0,0.0,0.3599002723275788,0,Audience Type 5,Programmatic Display
57724.0,0.0,0.0,0.36013148095936764,3,Audience Type 5,Programmatic Display
58750.0,0.0,0.0,0.361494846845468,6,Audience Type 5,Programmatic Display
65110.0,0.0,0.0,0.36326607616185674,30,Audience Type 5,Programmatic Display
66552.0,0.0,0.0,0.3658792984419192,7,Audience Type 5,Programmatic Display
68094.0,0.0,0.0,0.36975659558639185,9,Audience Type 5,Programmatic Display
67863.0,0.0,0.0,0.37222055138368104,23,Audience Type 5,Programmatic Display
65397.0,0.0,0.0,0.3721103167558493,0,Audience Type 5,Programmatic Display
63326.0,0.0,0.0,0.3710463436918763,0,Audience Type 5,Programmatic Display
58953.0,0.0,0.0,0.3712116876072201,0,Audience Type 5,Programmatic Display
57938.0,0.0,0.0,0.3719365906991226,0,Audience Type 5,Programmatic Display
54107.0,0.0,0.0,0.3747765274100271,0,Audience Type 5,Programmatic Display
52979.0,0.0,0.0,0.37538713482142166,0,Audience Type 5,Programmatic Display
50097.0,0.0,0.0,0.3756257104470632,0,Audience Type 5,Programmatic Display
45739.0,0.0,0.0,0.3747335337083611,0,Audience Type 5,Programmatic Display
43867.0,0.0,0.0,0.3735832427121269,0,Audience Type 5,Programmatic Display
43995.0,0.0,0.0,0.3669698552708397,6,Audience Type 5,Programmatic Display
43086.0,0.0,0.0,0.35965510361936137,18,Audience Type 5,Programmatic Display
41863.0,0.0,0.0,0.3536747536776587,5,Audience Type 5,Programmatic Display
40478.0,0.0,0.0,0.34636147291356084,0,Audience Type 5,Programmatic Display
39709.0,0.0,0.0,0.33930066146133864,0,Audience Type 5,Programmatic Display
37224.0,0.0,0.0,0.33491294762846985,23,Audience Type 5,Programmatic Display
33646.0,0.0,0.0,0.3306819016219669,19,Audience Type 5,Programmatic Display
31637.0,0.0,0.0,0.32706790700451205,28,Audience Type 5,Programmatic Display
30641.0,1.0,0.0,0.3228668267815306,110,Audience Type 5,Programmatic Display
30718.0,3.0,0.0,0.3161574277709001,154,Audience Type 5,Programmatic Display
32630.0,3.0,0.0,0.309765022707609,8,Audience Type 5,Programmatic Display
30382.0,3.0,0.0,0.30380831808054426,84,Audience Type 5,Programmatic Display
28339.0,3.0,0.0,0.29985776345905096,182,Audience Type 5,Programmatic Display
31265.0,3.0,0.0,0.29460470761532315,112,Audience Type 5,Programmatic Display
31658.0,3.0,0.0,0.2898773263965568,66,Audience Type 5,Programmatic Display
30923.0,3.0,0.0,0.2855341441465589,110,Audience Type 5,Programmatic Display
29898.0,3.0,0.0,0.27917398472266836,22,Audience Type 5,Programmatic Display
25202.0,3.0,0.0,0.2721356906650659,38,Audience Type 5,Programmatic Display
23760.0,3.0,0.0,0.26659033458118947,97,Audience Type 5,Programmatic Display
21634.0,3.0,0.0,0.2624207451444245,252,Audience Type 5,Programmatic Display
19306.0,3.0,0.0,0.2574133990166133,64,Audience Type 5,Programmatic Display
19306.0,3.0,0.0,0.25425764028025605,301,Audience Type 5,Programmatic Display
20603.0,3.0,0.0,0.251309360489871,123,Audience Type 5,Programmatic Display
20610.0,6.0,0.0,0.24534151237983395,254,Audience Type 5,Programmatic Display
20610.0,7.0,0.0,0.23973493260459872,33,Audience Type 5,Programmatic Display
20333.0,7.0,0.0,0.23542834090334547,152,Audience Type 5,Programmatic Display
20333.0,7.0,0.0,0.2330627385540389,106,Audience Type 5,Programmatic Display
20333.0,7.0,0.0,0.23039956803319023,341,Audience Type 5,Programmatic Display
20977.0,9.0,0.0,0.22784397292932615,137,Audience Type 5,Programmatic Display
21251.0,10.0,0.0,0.22723264997362644,169,Audience Type 5,Programmatic Display
20008.0,10.0,0.0,0.22954511760878898,149,Audience Type 5,Programmatic Display
26265.0,10.0,0.0,0.23136917105374458,43,Audience Type 5,Programmatic Display
27148.0,10.0,0.0,0.23544068320267716,120,Audience Type 5,Programmatic Display
27148.0,10.0,0.0,0.23274578905066956,4,Audience Type 5,Programmatic Display
28196.0,10.0,0.0,0.22958522620471428,4,Audience Type 5,Programmatic Display
28199.0,10.0,0.0,0.2253217904974731,2,Audience Type 5,Programmatic Display
28199.0,11.0,0.0,0.22189034533084656,4,Audience Type 5,Programmatic Display
28199.0,11.0,0.0,0.21931435366572255,1,Audience Type 5,Programmatic Display
31058.0,10.0,0.0,0.21586036726038457,3,Audience Type 5,Programmatic Display
30508.0,8.0,0.0,0.21463730545343548,2,Audience Type 5,Programmatic Display
26901.0,9.0,0.0,0.21216427422765857,0,Audience Type 5,Programmatic Display
28914.0,10.0,0.0,0.20848541617951308,5,Audience Type 5,Programmatic Display
32486.0,12.0,0.0,0.20442852460487987,6,Audience Type 5,Programmatic Display
26586.0,12.0,0.0,0.20059662567816908,4,Audience Type 5,Programmatic Display
27382.0,12.0,0.0,0.19829271151408406,6,Audience Type 5,Programmatic Display
28100.0,12.0,0.0,0.19545015853801248,14,Audience Type 5,Programmatic Display
28130.0,12.0,0.0,0.19256108404974767,43,Audience Type 5,Programmatic Display
26600.0,12.0,0.0,0.19030748984052961,13,Audience Type 5,Programmatic Display
27807.0,12.0,0.0,0.185440378148451,2,Audience Type 5,Programmatic Display
27807.0,16.0,0.0,0.17966166398971242,11,Audience Type 5,Programmatic Display
29925.0,16.0,0.0,0.17452538506161785,6,Audience Type 5,Programmatic Display
30100.0,16.0,0.0,0.1701938836061286,1,Audience Type 5,Programmatic Display
30232.0,16.0,0.0,0.16564004813845218,2,Audience Type 5,Programmatic Display
30299.0,14.0,0.0,0.162359622551063,15,Audience Type 5,Programmatic Display
33756.0,13.0,0.0,0.1599165837190997,6,Audience Type 5,Programmatic Display
34821.0,13.0,0.0,0.1544669474181572,1,Audience Type 5,Programmatic Display
41916.0,13.0,0.0,0.1530172947781682,9,Audience Type 5,Programmatic Display
43524.0,13.0,0.0,0.1529840275014103,48,Audience Type 5,Programmatic Display
43125.0,11.0,0.0,0.15410171316716328,0,Audience Type 5,Programmatic Display
43314.0,10.0,0.0,0.15415453035468868,12,Audience Type 5,Programmatic Display
57713.0,12.0,0.0,0.1517487380855137,16,Audience Type 5,Programmatic Display
52425.0,12.0,0.0,0.14911008124251296,11,Audience Type 5,Programmatic Display
52484.0,13.0,0.0,0.1445060129168862,4,Audience Type 5,Programmatic Display
62517.0,13.0,0.0,0.14672978362902628,13,Audience Type 5,Programmatic Display
61252.0,13.0,0.0,0.14868274943844434,24,Audience Type 5,Programmatic Display
69034.0,13.0,0.0,0.15054479573507204,12,Audience Type 5,Programmatic Display
71660.0,12.0,0.0,0.15192143184185863,4,Audience Type 5,Programmatic Display
73380.0,12.0,0.0,0.15127477270511494,19,Audience Type 5,Programmatic Display
72173.0,12.0,0.0,0.15207153267407725,24,Audience Type 5,Programmatic Display
74774.0,12.0,0.0,0.15240495223159858,3,Audience Type 5,Programmatic Display
80854.0,11.0,0.0,0.15405573223013483,8,Audience Type 5,Programmatic Display
89825.0,12.0,0.0,0.15598244461584967,20,Audience Type 5,Programmatic Display
85886.0,10.0,0.0,0.15791876070360958,0,Audience Type 5,Programmatic Display
85344.0,10.0,0.0,0.1605390551076538,14,Audience Type 5,Programmatic Display
84813.0,12.0,0.0,0.16117037218015215,0,Audience Type 5,Programmatic Display
85910.0,12.0,0.0,0.16207894064645767,25,Audience Type 5,Programmatic Display
92503.0,12.0,0.0,0.16445841866947936,5,Audience Type 5,Programmatic Display
93374.0,13.0,0.0,0.16995971905052937,25,Audience Type 5,Programmatic Display
92168.0,13.0,0.0,0.17595517304342362,18,Audience Type 5,Programmatic Display
96499.0,9.0,0.0,0.18428994201628152,2,Audience Type 5,Programmatic Display
96988.0,9.0,0.0,0.19106849620159766,26,Audience Type 5,Programmatic Display
96879.0,16.0,0.0,0.19643061467008816,1,Audience Type 5,Programmatic Display
102865.0,16.0,0.0,0.20157759967828257,13,Audience Type 5,Programmatic Display
107736.0,15.0,0.0,0.20805935568870465,6,Audience Type 5,Programmatic Display
104850.0,17.0,0.0,0.21369120599538097,39,Audience Type 5,Programmatic Display
103785.0,17.0,0.0,0.21979447690843448,16,Audience Type 5,Programmatic Display
96695.0,19.0,0.0,0.22219928888257826,12,Audience Type 5,Programmatic Display
95087.0,19.0,0.0,0.22438815772531837,0,Audience Type 5,Programmatic Display
94851.0,19.0,0.0,0.22437630827335556,5,Audience Type 5,Programmatic Display
98366.0,20.0,0.0,0.2242004753604922,0,Audience Type 5,Programmatic Display
91915.0,18.0,0.0,0.22854444429982632,24,Audience Type 5,Programmatic Display
92805.0,18.0,0.0,0.23460097947904965,2,Audience Type 5,Programmatic Display
91863.0,17.0,0.0,0.24034161260295125,30,Audience Type 5,Programmatic Display
81830.0,17.0,0.0,0.2471190795330282,0,Audience Type 5,Programmatic Display
81830.0,17.0,0.0,0.2536923351912577,0,Audience Type 5,Programmatic Display
74045.0,19.0,0.0,0.25988465000280525,0,Audience Type 5,Programmatic Display
74223.0,19.0,0.0,0.26574834203355496,4,Audience Type 5,Programmatic Display
74445.0,21.0,0.0,0.27248936687532926,13,Audience Type 5,Programmatic Display
74997.0,21.0,0.0,0.2741705531844917,5,Audience Type 5,Programmatic Display
73366.0,21.0,0.0,0.2754915701913703,1,Audience Type 5,Programmatic Display
66961.0,21.0,0.0,0.27713691955120906,16,Audience Type 5,Programmatic Display
55584.0,19.0,0.0,0.27813331038640193,10,Audience Type 5,Programmatic Display
55939.0,19.0,0.0,0.27849966130541576,0,Audience Type 5,Programmatic Display
57501.0,20.0,0.0,0.27831471870683483,6,Audience Type 5,Programmatic Display
64621.0,18.0,0.0,0.27887512933664327,1,Audience Type 5,Programmatic Display
62170.0,18.0,0.0,0.2797279709127895,0,Audience Type 5,Programmatic Display
55546.0,18.0,0.0,0.28016566580801083,0,Audience Type 5,Programmatic Display
54541.0,17.0,0.0,0.2775236924992601,6,Audience Type 5,Programmatic Display
59495.0,17.0,0.0,0.2749922737727856,12,Audience Type 5,Programmatic Display
55363.0,20.0,0.0,0.2692926466972045,13,Audience Type 5,Programmatic Display
52757.0,20.0,0.0,0.26538082354439313,0,Audience Type 5,Programmatic Display
52997.0,13.0,0.0,0.26183418853818935,3,Audience Type 5,Programmatic Display
46653.0,14.0,0.0,0.25888489022781397,10,Audience Type 5,Programmatic Display
45935.0,14.0,0.0,0.25563858793332966,8,Audience Type 5,Programmatic Display
45367.0,12.0,0.0,0.2530138526240048,43,Audience Type 5,Programmatic Display
45367.0,12.0,0.0,0.2506662123415819,3,Audience Type 5,Programmatic Display
45418.0,10.0,0.0,0.24738831739702025,6,Audience Type 5,Programmatic Display
45550.0,10.0,0.0,0.2423784257382558,0,Audience Type 5,Programmatic Display
49567.0,10.0,0.0,0.23852276814469803,5,Audience Type 5,Programmatic Display
45649.0,13.0,0.0,0.2343942661458845,10,Audience Type 5,Programmatic Display
38491.0,13.0,0.0,0.23062788091957565,29,Audience Type 5,Programmatic Display
35883.0,13.0,0.0,0.22719680783956633,8,Audience Type 5,Programmatic Display
35892.0,13.0,0.0,0.22355822754435956,12,Audience Type 5,Programmatic Display
35892.0,13.0,0.0,0.2184238886842033,3,Audience Type 5,Programmatic Display
37317.0,13.0,0.0,0.21283330346113166,20,Audience Type 5,Programmatic Display
37317.0,11.0,0.0,0.20655683301858857,27,Audience Type 5,Programmatic Display
34513.0,11.0,0.0,0.19937514522006966,0,Audience Type 5,Programmatic Display
32571.0,9.0,0.0,0.19297534804392208,5,Audience Type 5,Programmatic Display
30367.0,9.0,0.0,0.19087042735302123,4,Audience Type 5,Programmatic Display
29397.0,10.0,0.0,0.18901855666828293,2,Audience Type 5,Programmatic Display
27635.0,10.0,0.0,0.18666592267070597,1,Audience Type 5,Programmatic Display
27635.0,10.0,0.0,0.1847696296756291,0,Audience Type 5,Programmatic Display
32534.0,10.0,0.0,0.1861240919527537,31,Audience Type 5,Programmatic Display
37687.0,10.0,0.0,0.18712931143585637,20,Audience Type 5,Programmatic Display
30102.0,10.0,0.0,0.18749948049177872,4,Audience Type 5,Programmatic Display
34621.0,10.0,0.0,0.18691935681459743,0,Audience Type 5,Programmatic Display
36380.0,10.0,0.0,0.1864383864759692,11,Audience Type 5,Programmatic Display
38049.0,10.0,0.0,0.18556268535968726,14,Audience Type 5,Programmatic Display
36478.0,10.0,0.0,0.1844263775745671,15,Audience Type 5,Programmatic Display
38203.0,7.0,0.0,0.1841886702513595,5,Audience Type 5,Programmatic Display
38202.0,7.0,0.0,0.18392441690813316,7,Audience Type 5,Programmatic Display
99725.0,40.0,0.0,0.4445056161064137,462,Audience Type 1,Search
105763.0,41.0,0.0,0.4493887114923025,607,Audience Type 1,Search
108715.0,41.0,0.0,0.4490825465793959,573,Audience Type 1,Search
108715.0,44.0,0.0,0.4488641326009013,833,Audience Type 1,Search
103518.0,44.0,0.0,0.44735570109246975,615,Audience Type 1,Search
108118.0,47.0,0.0,0.4477728179897707,573,Audience Type 1,Search
109952.0,44.0,0.0,0.4460291999824054,686,Audience Type 1,Search
108607.0,46.0,0.0,0.44302388697709233,544,Audience Type 1,Search
108193.0,44.0,0.0,0.43782967637304576,66,Audience Type 1,Search
96556.0,45.0,0.0,0.4335087097483964,69,Audience Type 1,Search
89056.0,33.0,0.0,0.428183643408327,208,Audience Type 1,Search
85035.0,33.0,0.0,0.4246661388455263,203,Audience Type 1,Search
85388.0,36.0,0.0,0.4194632985594093,236,Audience Type 1,Search
85463.0,39.0,0.0,0.4163016002757597,200,Audience Type 1,Search
86243.0,39.0,0.0,0.4114902355808365,131,Audience Type 1,Search
86462.0,39.0,1.0,0.4045588575022504,157,Audience Type 1,Search
90463.0,39.0,1.0,0.4021402133444758,215,Audience Type 1,Search
90733.0,37.0,1.0,0.39797208451849225,244,Audience Type 1,Search
93157.0,36.0,2.0,0.39612458996511535,386,Audience Type 1,Search
95570.0,36.0,2.0,0.39331039466674284,205,Audience Type 1,Search
96932.0,36.0,2.0,0.3903547586456648,152,Audience Type 1,Search
95088.0,36.0,2.0,0.3865294379979142,186,Audience Type 1,Search
105298.0,34.0,2.0,0.3817886849571072,187,Audience Type 1,Search
112927.0,39.0,2.0,0.3795803279898166,108,Audience Type 1,Search
120026.0,42.0,2.0,0.377466925927961,194,Audience Type 1,Search
114096.0,41.0,2.0,0.3740494411219769,274,Audience Type 1,Search
123351.0,34.0,2.0,0.3722191019273261,207,Audience Type 1,Search
121583.0,34.0,2.0,0.3700137297397951,128,Audience Type 1,Search
134869.0,32.0,2.0,0.36825952732645895,136,Audience Type 1,Search
129701.0,36.0,2.0,0.36562939034015757,163,Audience Type 1,Search
134837.0,46.0,2.0,0.36477028381094795,71,Audience Type 1,Search
134040.0,46.0,2.0,0.36431778724818137,124,Audience Type 1,Search
132519.0,46.0,2.0,0.36337335091048667,173,Audience Type 1,Search
139125.0,46.0,2.0,0.35938029535493116,178,Audience Type 1,Search
143460.0,46.0,2.0,0.3577655658713493,226,Audience Type 1,Search
141524.0,44.0,2.0,0.3570380164040738,377,Audience Type 1,Search
139074.0,46.0,2.0,0.35638405526804984,256,Audience Type 1,Search
149156.0,44.0,2.0,0.35665432553832016,240,Audience Type 1,Search
149923.0,46.0,2.0,0.35694639261953365,312,Audience Type 1,Search
156830.0,46.0,2.0,0.3587742751521141,286,Audience Type 1,Search
159511.0,46.0,2.0,0.3599002723275788,237,Audience Type 1,Search
164058.0,48.0,2.0,0.36013148095936764,366,Audience Type 1,Search
161858.0,44.0,2.0,0.361494846845468,381,Audience Type 1,Search
155525.0,41.0,2.0,0.36326607616185674,271,Audience Type 1,Search
160334.0,46.0,3.0,0.3658792984419192,242,Audience Type 1,Search
161728.0,46.0,2.0,0.36975659558639185,266,Audience Type 1,Search
157739.0,57.0,2.0,0.37222055138368104,207,Audience Type 1,Search
168765.0,57.0,2.0,0.3721103167558493,251,Audience Type 1,Search
171114.0,58.0,1.0,0.3710463436918763,329,Audience Type 1,Search
171060.0,58.0,1.0,0.3712116876072201,235,Audience Type 1,Search
173056.0,60.0,1.0,0.3719365906991226,171,Audience Type 1,Search
171454.0,62.0,1.0,0.3747765274100271,278,Audience Type 1,Search
166456.0,62.0,1.0,0.37538713482142166,240,Audience Type 1,Search
159958.0,57.0,1.0,0.3756257104470632,365,Audience Type 1,Search
161425.0,53.0,1.0,0.3747335337083611,333,Audience Type 1,Search
159915.0,55.0,1.0,0.3735832427121269,332,Audience Type 1,Search
154155.0,53.0,1.0,0.3669698552708397,499,Audience Type 1,Search
153173.0,53.0,1.0,0.35965510361936137,463,Audience Type 1,Search
141408.0,53.0,1.0,0.3536747536776587,300,Audience Type 1,Search
144667.0,48.0,1.0,0.34636147291356084,378,Audience Type 1,Search
138208.0,38.0,1.0,0.33930066146133864,309,Audience Type 1,Search
143172.0,37.0,1.0,0.33491294762846985,365,Audience Type 1,Search
146755.0,37.0,1.0,0.3306819016219669,408,Audience Type 1,Search
152197.0,34.0,1.0,0.32706790700451205,459,Audience Type 1,Search
158257.0,35.0,1.0,0.3228668267815306,407,Audience Type 1,Search
166832.0,37.0,1.0,0.3161574277709001,260,Audience Type 1,Search
166213.0,35.0,1.0,0.309765022707609,260,Audience Type 1,Search
164767.0,36.0,1.0,0.30380831808054426,345,Audience Type 1,Search
166584.0,34.0,1.0,0.29985776345905096,296,Audience Type 1,Search
158559.0,35.0,1.0,0.29460470761532315,276,Audience Type 1,Search
157503.0,35.0,1.0,0.2898773263965568,326,Audience Type 1,Search
151869.0,35.0,1.0,0.2855341441465589,182,Audience Type 1,Search
155279.0,35.0,1.0,0.27917398472266836,299,Audience Type 1,Search
161647.0,40.0,1.0,0.2721356906650659,247,Audience Type 1,Search
157314.0,35.0,0.0,0.26659033458118947,300,Audience Type 1,Search
165609.0,38.0,0.0,0.2624207451444245,226,Audience Type 1,Search
166389.0,31.0,0.0,0.2574133990166133,328,Audience Type 1,Search
156010.0,31.0,0.0,0.25425764028025605,251,Audience Type 1,Search
161488.0,30.0,0.0,0.251309360489871,246,Audience Type 1,Search
170601.0,32.0,1.0,0.24534151237983395,202,Audience Type 1,Search
174193.0,30.0,1.0,0.23973493260459872,233,Audience Type 1,Search
179683.0,28.0,1.0,0.23542834090334547,478,Audience Type 1,Search
173585.0,28.0,1.0,0.2330627385540389,225,Audience Type 1,Search
174824.0,28.0,1.0,0.23039956803319023,192,Audience Type 1,Search
173380.0,28.0,1.0,0.22784397292932615,246,Audience Type 1,Search
175489.0,27.0,1.0,0.22723264997362644,326,Audience Type 1,Search
181604.0,30.0,1.0,0.22954511760878898,362,Audience Type 1,Search
194129.0,31.0,1.0,0.23136917105374458,229,Audience Type 1,Search
193233.0,32.0,1.0,0.23544068320267716,537,Audience Type 1,Search
204301.0,31.0,1.0,0.23274578905066956,110,Audience Type 1,Search
205956.0,32.0,1.0,0.22958522620471428,576,Audience Type 1,Search
207652.0,33.0,1.0,0.2253217904974731,437,Audience Type 1,Search
216656.0,35.0,1.0,0.22189034533084656,601,Audience Type 1,Search
207396.0,36.0,1.0,0.21931435366572255,770,Audience Type 1,Search
203571.0,35.0,1.0,0.21586036726038457,379,Audience Type 1,Search
198904.0,34.0,3.0,0.21463730545343548,537,Audience Type 1,Search
200158.0,36.0,3.0,0.21216427422765857,592,Audience Type 1,Search
200061.0,36.0,4.0,0.20848541617951308,568,Audience Type 1,Search
209900.0,36.0,4.0,0.20442852460487987,439,Audience Type 1,Search
213520.0,37.0,4.0,0.20059662567816908,464,Audience Type 1,Search
212808.0,37.0,4.0,0.19829271151408406,440,Audience Type 1,Search
214059.0,35.0,4.0,0.19545015853801248,276,Audience Type 1,Search
216896.0,35.0,4.0,0.19256108404974767,233,Audience Type 1,Search
234020.0,32.0,4.0,0.19030748984052961,341,Audience Type 1,Search
237896.0,35.0,4.0,0.185440378148451,445,Audience Type 1,Search
232125.0,32.0,4.0,0.17966166398971242,368,Audience Type 1,Search
231489.0,28.0,4.0,0.17452538506161785,320,Audience Type 1,Search
232089.0,31.0,4.0,0.1701938836061286,203,Audience Type 1,Search
224080.0,39.0,4.0,0.16564004813845218,209,Audience Type 1,Search
212915.0,39.0,3.0,0.162359622551063,308,Audience Type 1,Search
206685.0,39.0,3.0,0.1599165837190997,424,Audience Type 1,Search
206865.0,39.0,4.0,0.1544669474181572,379,Audience Type 1,Search
210977.0,39.0,4.0,0.1530172947781682,306,Audience Type 1,Search
206309.0,45.0,4.0,0.1529840275014103,220,Audience Type 1,Search
224241.0,46.0,4.0,0.15410171316716328,319,Audience Type 1,Search
222598.0,46.0,4.0,0.15415453035468868,249,Audience Type 1,Search
215345.0,43.0,4.0,0.1517487380855137,258,Audience Type 1,Search
202407.0,42.0,4.0,0.14911008124251296,246,Audience Type 1,Search
204306.0,40.0,4.0,0.1445060129168862,415,Audience Type 1,Search
196712.0,42.0,4.0,0.14672978362902628,303,Audience Type 1,Search
197509.0,44.0,4.0,0.14868274943844434,423,Audience Type 1,Search
194692.0,44.0,4.0,0.15054479573507204,265,Audience Type 1,Search
183935.0,44.0,4.0,0.15192143184185863,420,Audience Type 1,Search
198660.0,52.0,4.0,0.15127477270511494,167,Audience Type 1,Search
196392.0,52.0,4.0,0.15207153267407725,584,Audience Type 1,Search
196077.0,50.0,2.0,0.15240495223159858,773,Audience Type 1,Search
204179.0,50.0,4.0,0.15405573223013483,863,Audience Type 1,Search
209222.0,49.0,3.0,0.15598244461584967,718,Audience Type 1,Search
199001.0,51.0,3.0,0.15791876070360958,436,Audience Type 1,Search
202112.0,51.0,6.0,0.1605390551076538,554,Audience Type 1,Search
215648.0,54.0,6.0,0.16117037218015215,661,Audience Type 1,Search
217955.0,55.0,6.0,0.16207894064645767,1174,Audience Type 1,Search
214831.0,55.0,6.0,0.16445841866947936,844,Audience Type 1,Search
203273.0,54.0,6.0,0.16995971905052937,1102,Audience Type 1,Search
206272.0,53.0,6.0,0.17595517304342362,890,Audience Type 1,Search
207363.0,54.0,6.0,0.18428994201628152,736,Audience Type 1,Search
228789.0,57.0,6.0,0.19106849620159766,657,Audience Type 1,Search
231780.0,60.0,6.0,0.19643061467008816,1300,Audience Type 1,Search
243751.0,55.0,6.0,0.20157759967828257,887,Audience Type 1,Search
252622.0,55.0,7.0,0.20805935568870465,696,Audience Type 1,Search
258438.0,56.0,7.0,0.21369120599538097,540,Audience Type 1,Search
257641.0,56.0,6.0,0.21979447690843448,408,Audience Type 1,Search
